ID,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
10,1.5304434,0.120984025,1.0259213,0.57634103,0.9986496,0.13800842,0.053917307,0.010717437,0.2893292,0.026712349,0.06515023,0.028677715,0.01017004,0.040684942,0.15362272,1.1301914,0.25024346,0.14415286,0.0766987,0.07212187,0.057329915,0.03809858,0.11969234,0.20477971,0.08756912,0.031854443,0.19704196,0.018953623,0.09193215,0.05171696,0.11382743,0.09012762,0.036945596,0.030083368,0.06389597
11,3.3415117,0.13277029,2.3267097,1.0262742,1.6469322,0.07389642,0.078912325,0.005007944,0.45541632,0.010787301,-0.015367888,0.029039778,0.01089627,0.016042627,0.10431564,0.7820812,0.0936259,0.3106372,0.060690112,0.054790422,0.10818575,0.043288097,0.15964773,0.38117307,0.093312114,0.0009898134,0.2520967,0.016196774,0.045544058,-0.008326717,0.17637676,0.13526765,0.02260032,0.06484532,0.10510406
12,1.3576479,0.08885452,0.8778417,0.5223298,0.70448726,0.18116888,0.038081884,0.0073436676,0.35047126,0.084008776,0.054497074,0.034682896,0.008093875,0.032404497,0.21816137,1.6194689,0.14158171,0.11366742,0.044940688,0.078684375,0.030511817,0.030291831,0.09359379,0.15906459,0.07978283,0.027720429,0.2682073,0.017967494,0.0499344,0.036899254,0.08433296,0.07028079,0.029116487,0.025083598,0.050219476
13,1.5011892,0.10862827,0.99581057,0.56756884,0.8841116,0.16975056,0.04792882,0.009265864,0.3618318,0.06287813,0.056387085,0.037638173,0.008862514,0.03706848,0.2298916,1.6672783,0.2006092,0.13447505,0.061234176,0.08114308,0.046163425,0.03530693,0.11155464,0.18884069,0.073934644,0.03131804,0.2657774,0.022221547,0.07554524,0.03995378,0.102955386,0.084497355,0.033309016,0.029211748,0.060732655
14,0.6509402,0.098083094,0.4799769,0.30359882,0.47463,0.20063016,0.029962309,0.016410101,0.38471162,0.10178508,0.0764102,0.04424129,0.010685837,0.0545326,0.30664062,2.2081373,0.16179687,0.07217845,0.039789826,0.06018863,0.031114075,0.023752617,0.09196678,0.116457656,0.2028251,0.041097723,0.24837263,0.03163033,0.050664105,0.06366265,0.076510176,0.066909075,0.028007988,0.022174,0.045570526
15,2.1219046,0.12266886,1.4184811,0.7595141,1.087942,0.14456534,0.06016139,0.00953825,0.40649986,0.044273663,0.037151016,0.03843708,0.010372961,0.033879843,0.20427144,1.4975939,0.20345962,0.18894646,0.06631958,0.08032642,0.06145607,0.039240927,0.1322305,0.25227636,0.060334288,0.028111557,0.29077044,0.024358867,0.07452933,0.023526119,0.1290554,0.10333015,0.03299585,0.03958168,0.07620511
16,1.3179681,0.13583934,0.9164534,0.52598053,0.9880839,0.16472687,0.055009574,0.014634369,0.33572775,0.060944006,0.095488995,0.041032873,0.011878721,0.057181567,0.24402633,1.7143474,0.28091335,0.13391012,0.0797533,0.0804112,0.05818978,0.038466137,0.12861621,0.20407888,0.14340696,0.04595449,0.24477223,0.026778918,0.09805973,0.08316048,0.11769828,0.095877424,0.041860633,0.029384311,0.068144284
17,1.2458634,0.16356128,0.9222349,0.5194465,1.03658,0.19479957,0.06174841,0.019927373,0.43956494,0.11067371,0.12539303,0.06318386,0.0148541145,0.07971759,0.3905041,2.723975,0.32503027,0.1400478,0.083571315,0.09593259,0.06419482,0.040901452,0.15120192,0.22629419,0.20921883,0.06363526,0.3284136,0.041276902,0.107076555,0.11482729,0.1337976,0.11308119,0.048156478,0.033975746,0.08186819
18,1.4755933,0.11825952,0.98690623,0.55886894,0.9726908,0.14048491,0.052279953,0.010510288,0.28519863,0.028852751,0.06581131,0.028254539,0.0099559855,0.040283184,0.15386464,1.1295412,0.245679,0.1386956,0.07516237,0.07174039,0.05523061,0.03746643,0.11668146,0.19778186,0.08840468,0.031564116,0.19494027,0.018429931,0.09042904,0.052032072,0.11045833,0.08759104,0.036542702,0.02898697,0.06190121
19,0.70015675,0.16454422,0.5610263,0.41675636,0.7836821,0.22957876,0.048724778,0.029482339,0.39336187,0.17590508,0.21266365,0.06046634,0.02096475,0.11518865,0.36020726,2.536701,0.28034666,0.092333734,0.07131101,0.07928543,0.04114169,0.029636577,0.13814744,0.18354791,0.42606086,0.091261104,0.33370858,0.038326792,0.056791913,0.20154667,0.11653842,0.098931625,0.053892486,0.02510442,0.06809082
20,1.1540016,0.09392518,0.7506242,0.4547994,0.75663,0.14863162,0.039207455,0.00841837,0.24441698,0.04010531,0.06438262,0.021732666,0.0084337,0.03482705,0.12434738,0.93811953,0.19459474,0.10349177,0.05996936,0.06384944,0.038512267,0.031633414,0.09197441,0.14953382,0.097116105,0.026228068,0.16936725,0.012750749,0.07027109,0.04961359,0.084815204,0.067428745,0.031521045,0.021415511,0.046252683
21,0.5666943,0.086293235,0.3588584,0.21146356,1.515381,0.09636301,0.033392493,0.00695466,0.12568495,0.051937502,0.08079701,0.01182601,0.0069455807,0.030123655,0.06943835,0.62357473,0.11867109,0.050861698,0.040616535,0.098609485,0.033121306,0.028895278,0.08074454,0.08186765,0.11075901,0.015400045,0.11104617,0.004315824,0.044610757,0.050299995,0.06739217,0.04925987,0.019739216,0.009739713,0.029017486
22,1.6233895,0.11861555,1.083691,0.6042439,0.9938206,0.13371228,0.053937525,0.010197727,0.29248115,0.023985898,0.058486365,0.027369574,0.0101704,0.038263574,0.14064935,1.0572864,0.23817018,0.15027702,0.07432737,0.07010322,0.056884415,0.037638877,0.119212076,0.21005216,0.083470955,0.029594613,0.19756009,0.018197756,0.08661498,0.045718484,0.114511155,0.09030467,0.035648648,0.031136518,0.06427459
23,0.8306539,0.076541506,0.52669686,0.3520552,0.5610977,0.15193638,0.026972825,0.008719668,0.20794016,0.060444966,0.07851213,0.01652079,0.008216309,0.036744542,0.09709827,0.7369692,0.14492674,0.07079083,0.043631703,0.05566701,0.022606444,0.024812879,0.072591245,0.11039726,0.14569923,0.025721632,0.15569401,0.008136789,0.04189095,0.06437061,0.063703306,0.050730266,0.027228586,0.014780509,0.03261403
24,1.742903,0.1214611,1.1671231,0.64020324,1.0166242,0.12668575,0.055869926,0.010611653,0.29498878,0.017899184,0.05536622,0.026356937,0.010764278,0.038319517,0.12554853,0.9581195,0.23800933,0.16111904,0.074921355,0.067343086,0.05992473,0.037800662,0.12294926,0.22319874,0.08886041,0.028931167,0.19472373,0.018251263,0.08450316,0.04443634,0.11965292,0.09371649,0.035450056,0.033163093,0.06690885
25,1.6497443,0.13520232,1.1235778,0.6176797,1.0956239,0.14251205,0.06004059,0.012531973,0.3308189,0.031658623,0.07141935,0.035732195,0.011099841,0.04651948,0.19633383,1.4023297,0.2772996,0.15905811,0.082997076,0.07838495,0.065373644,0.04072584,0.13325854,0.22794846,0.09549379,0.037177827,0.23012778,0.02397356,0.10136309,0.05865616,0.1266128,0.10101639,0.039861158,0.033577874,0.07240778
26,0.6384113,0.14747417,0.5394565,0.35316867,0.6647376,0.23090759,0.044902105,0.02528235,0.46033156,0.16895866,0.1420528,0.06918192,0.016870087,0.094344564,0.45057583,3.2371213,0.24927676,0.09071818,0.058280453,0.08267999,0.043471448,0.03059377,0.13109408,0.16490783,0.31603175,0.07309711,0.32644933,0.048322946,0.06955324,0.12956932,0.10804717,0.09553133,0.04345431,0.029073687,0.06790454
27,1.9985011,0.13442206,1.3714707,0.7139739,1.0880839,0.18442714,0.061934408,0.010071467,0.54240566,0.09975954,0.042819116,0.06573085,0.009254374,0.042916656,0.39901286,2.8561778,0.21837571,0.18544489,0.061632954,0.103630245,0.06149693,0.040629,0.14582068,0.25608656,0.05083769,0.03562793,0.41010004,0.03957995,0.08940564,0.0261619,0.13357183,0.11348799,0.03455294,0.04310005,0.08529307
28,1.975543,0.11360595,1.3109328,0.70953345,0.99847347,0.12424511,0.055139676,0.0092039965,0.3222713,0.021309057,0.037872814,0.025627514,0.010541949,0.03176939,0.11630205,0.9233527,0.19771881,0.1749486,0.066072464,0.06615302,0.056743614,0.036787495,0.120851815,0.2333816,0.07347709,0.023439193,0.21301708,0.017444571,0.06864269,0.026517715,0.11962114,0.09350707,0.031560216,0.035804875,0.06767648
29,2.0360572,0.11837336,1.3697855,0.71500313,0.99317473,0.12013129,0.056063622,0.010456387,0.32974815,0.014405303,0.04012561,0.025014522,0.01144808,0.034105048,0.10583961,0.83214206,0.19795687,0.18405119,0.06556034,0.058333,0.06284509,0.035287566,0.12522024,0.24692917,0.10485022,0.02435311,0.21344191,0.018347118,0.06528086,0.03414677,0.1255509,0.09752655,0.030738503,0.037987217,0.07025051
30,1.0893657,0.08651376,0.70268226,0.43306592,0.6890308,0.14371467,0.03541399,0.008067079,0.21792,0.039058335,0.06408547,0.017852288,0.008167319,0.03318453,0.095255435,0.7497829,0.17688292,0.09612666,0.05505467,0.05865329,0.034107275,0.02956868,0.08473583,0.13899001,0.10585361,0.023869198,0.15002981,0.010202242,0.061346266,0.049488463,0.07813839,0.061575305,0.029480916,0.019530041,0.041614465
31,0.5469334,0.1310756,0.37659416,0.3034147,0.9850178,0.14835775,0.03836775,0.024462434,0.18770945,0.098691836,0.1978248,0.022892384,0.017485753,0.08778867,0.11012408,0.89081484,0.20886238,0.060312096,0.06297666,0.069720566,0.029415488,0.023641393,0.10891416,0.12935703,0.35000497,0.06749877,0.18342799,0.012351111,0.03494992,0.17590556,0.0917632,0.0712845,0.041893423,0.0144018,0.042624403
32,0.594114,0.15292765,0.5033179,0.36328232,0.6706113,0.23616187,0.044629946,0.028289743,0.43714452,0.17802328,0.17251478,0.06638198,0.019028042,0.10503582,0.42068872,3.0200195,0.2506061,0.08561789,0.06096845,0.07899637,0.040365368,0.02894438,0.13204034,0.16409208,0.37211764,0.08214024,0.32646167,0.045621857,0.059925098,0.15856826,0.10897556,0.095182896,0.047029316,0.027267568,0.066484116
33,2.8832738,0.12730896,1.9715617,0.9389831,1.3681982,0.06947091,0.06977765,0.00870618,0.32781833,0.0044434443,0.0032056235,0.01877985,0.013201672,0.02401569,0.037517473,0.43415454,0.14238597,0.2617219,0.06185262,0.056296162,0.08412863,0.041217864,0.14589998,0.3306206,0.094820425,0.010718927,0.18523656,0.01820658,0.047152296,0.004137248,0.15655684,0.11781286,0.026088916,0.05221284,0.08893967
34,0.677667,0.08825323,0.4840619,0.2408803,0.30690783,0.41259766,0.031312004,0.006127239,1.2322774,0.13420843,0.040165387,0.13043888,0.0068065086,0.04233604,0.91603553,6.0973196,0.09807294,0.07470116,0.021597095,0.071741655,0.03210373,0.01955878,0.09909044,0.09179122,0.061533064,0.009270725,0.61358947,0.030772237,0.07887159,-0.010904644,0.07555251,0.08874325,0.011102468,0.049927406,0.06551106
35,1.2558022,0.18149494,0.96250457,0.5319191,1.0956154,0.20888487,0.06723046,0.022758313,0.501282,0.13726604,0.14022243,0.076495215,0.01654753,0.09221245,0.4763406,3.3212705,0.35488534,0.14901057,0.08701868,0.10583733,0.06997413,0.04324153,0.16687503,0.24552295,0.24227804,0.073240966,0.37610954,0.0503085,0.11490171,0.1303023,0.14605284,0.12522447,0.051956806,0.037888467,0.09172536
36,0.6161487,0.10755178,0.47273505,0.3050341,0.49762166,0.20815304,0.03236769,0.01849962,0.40059477,0.118423596,0.08990461,0.0497613,0.012073517,0.063340165,0.3406008,2.4568558,0.17732108,0.07361944,0.042621043,0.06466968,0.032751672,0.024913207,0.099111974,0.12350902,0.2289798,0.048015267,0.26281056,0.035628032,0.053517953,0.07717525,0.08181655,0.07200888,0.030961853,0.023426916,0.049601376
37,1.320534,0.1144139,0.8829523,0.51314044,0.9090432,0.14438179,0.048706777,0.0108290315,0.26747122,0.03409273,0.073225856,0.026795935,0.0099861445,0.0423273,0.14849482,1.0859926,0.24097262,0.1254637,0.07293015,0.06914835,0.051006876,0.03579118,0.11078878,0.18300658,0.10542617,0.03283005,0.18457884,0.017305268,0.08701086,0.060006004,0.10370857,0.08233526,0.036517687,0.02630611,0.05752036
38,0.7920656,0.06719001,0.4926284,0.31717014,0.67071927,0.13926189,0.024233121,0.005622221,0.1920901,0.0581162,0.06320543,0.013556415,0.006553423,0.02706827,0.08646274,0.6933768,0.11667091,0.0632521,0.035728578,0.06379906,0.02057863,0.024354354,0.06644568,0.09632583,0.11169137,0.017162258,0.14667562,0.005944074,0.036068562,0.045415197,0.05688747,0.044602104,0.022120006,0.012567243,0.027969021
39,1.2582717,0.10065172,0.8265782,0.4900767,0.8118035,0.15866776,0.042738058,0.008938856,0.28862366,0.04939468,0.063844614,0.028110601,0.008709989,0.036599673,0.16870043,1.2378085,0.2018157,0.11351762,0.06182207,0.07123861,0.04178862,0.033300422,0.09980305,0.16326138,0.089607105,0.02921138,0.20618206,0.016492035,0.07441749,0.04837216,0.09176777,0.07402028,0.032917984,0.024032108,0.05177106
40,1.2099528,0.09929113,0.79302627,0.47380322,0.80031765,0.15181518,0.0418663,0.008874147,0.26345736,0.042399585,0.06538821,0.02473396,0.008720394,0.036424287,0.14467524,1.0731452,0.20475769,0.10973073,0.06281074,0.067504965,0.041519225,0.032931373,0.097450644,0.15868042,0.094060734,0.028208721,0.18461478,0.014681289,0.074900165,0.050512485,0.08988181,0.0718443,0.03282007,0.022961874,0.049756333
41,0.4697708,0.081635825,0.33130586,0.20595354,0.19089873,0.39452153,0.026418932,0.0092307385,1.1120673,0.13334079,0.0476432,0.11760563,0.00781893,0.045271534,0.83601123,5.6565704,0.09217033,0.05339773,0.020267269,0.06813057,0.0221553,0.019084599,0.08877023,0.065732166,0.074427515,0.014417116,0.54158473,0.03061629,0.069864616,-0.0066047534,0.06489141,0.07741466,0.012243217,0.04276371,0.056163445
42,0.5908747,0.11281218,0.4639777,0.30478603,0.5068982,0.21274948,0.03355503,0.0198371,0.40851712,0.1277426,0.09841436,0.052662853,0.012937192,0.06863453,0.35791743,2.586085,0.18498197,0.073842324,0.044161733,0.06657638,0.033449464,0.025414653,0.10293711,0.12663402,0.24552466,0.052230462,0.26971182,0.037758693,0.05454943,0.08542836,0.08459312,0.07467952,0.032646183,0.024053186,0.051655576
43,0.30482593,0.14036918,0.22375582,0.2934312,0.7048619,0.23974243,0.038590316,0.035821725,0.40490264,0.120245874,0.21317485,0.048381362,0.023518015,0.10731917,0.28181306,2.1396534,0.16340229,0.046722982,0.060906537,0.06447853,0.02384463,0.021570085,0.11710042,0.092689306,0.35014936,0.08769831,0.24125862,0.027642138,0.035187438,0.15023887,0.09589405,0.08026533,0.04043793,0.023433797,0.048512183
44,1.2895458,0.07902626,0.8191679,0.4957668,0.6770113,0.16515811,0.03335848,0.0069399946,0.3011843,0.08764143,0.059095785,0.027268436,0.007870464,0.02995044,0.16629913,1.301332,0.11218957,0.10363984,0.035999745,0.07623576,0.022749081,0.027665861,0.08434926,0.14608389,0.09262763,0.023300527,0.23638473,0.012281353,0.030795218,0.040003426,0.07555267,0.06192536,0.026192652,0.021934785,0.043635935
45,0.54483503,0.08892766,0.40121883,0.27008864,0.37872082,0.20217285,0.025135938,0.01664461,0.37421632,0.09971672,0.07380156,0.04090573,0.010519395,0.05247291,0.28989518,2.1087704,0.13614392,0.060793906,0.033864185,0.053369634,0.025249911,0.021080822,0.08326913,0.09854968,0.20549881,0.03892973,0.23136309,0.029591903,0.041367598,0.058647648,0.06806065,0.059920162,0.02512268,0.020501908,0.039830673
46,0.94001913,0.0747779,0.5949101,0.38234022,0.58453906,0.149905,0.028671335,0.007187146,0.21287115,0.05106876,0.064938776,0.016259419,0.007422132,0.031112555,0.094078735,0.7339058,0.14569286,0.0790978,0.045275815,0.05643805,0.025267586,0.026336247,0.07327749,0.11630197,0.11382727,0.021666585,0.15281263,0.008229848,0.047791597,0.0491297,0.065694265,0.05218557,0.026475824,0.0162125,0.03432251
47,1.1545382,0.09216778,0.75060743,0.4541568,0.7413797,0.14081149,0.038493082,0.008468064,0.22225314,0.034395404,0.06412419,0.018770784,0.00853548,0.0342747,0.098276384,0.7720229,0.19108015,0.10372869,0.059302777,0.06013622,0.03820993,0.03105013,0.090256795,0.14947152,0.10255251,0.024906714,0.150938,0.011221688,0.06730986,0.04999309,0.08392387,0.06600917,0.030853951,0.021103606,0.045028903
48,1.8429546,0.11434968,1.2229172,0.6710672,0.99039155,0.13112494,0.054353785,0.009359308,0.31906658,0.024834054,0.044275343,0.0271978,0.010156674,0.0335041,0.13340047,1.0275831,0.2097778,0.16480646,0.068277106,0.06893335,0.05586668,0.03700497,0.11954731,0.22295004,0.07300471,0.025669849,0.21545498,0.017909465,0.074862584,0.03195995,0.11674866,0.09188318,0.032903142,0.033900946,0.06620376
49,1.7941835,0.11572348,1.1918863,0.6572875,0.99557054,0.13691625,0.054499164,0.009510526,0.32642287,0.029338991,0.047615062,0.02927201,0.009997582,0.034641303,0.15116498,1.1402375,0.21592236,0.16128537,0.06937092,0.07182496,0.055959046,0.03739091,0.12014364,0.21975788,0.07162124,0.027255401,0.2246539,0.018897831,0.07835793,0.034428388,0.116402514,0.09214744,0.03370055,0.03344985,0.066379696
50,1.6217494,0.10300565,1.122948,0.5480753,0.6599839,0.16748993,0.042815145,0.01138688,0.4586261,0.038534787,0.038576763,0.037582215,0.010527017,0.034871846,0.22995901,1.5907583,0.13684423,0.15197864,0.04556508,0.044556253,0.05513315,0.02555325,0.11154337,0.2013976,0.14687702,0.02469266,0.27077973,0.021552354,0.04749665,0.031567886,0.10725541,0.08842386,0.023209818,0.03744705,0.062376253
51,1.5617299,0.17979832,1.1490184,0.60391974,1.2362038,0.18550694,0.072690405,0.01946986,0.49126416,0.09895496,0.10997613,0.071529694,0.014536507,0.07706007,0.43686783,3.0391748,0.36180952,0.17214048,0.092934,0.10758925,0.07930163,0.04677455,0.17126395,0.26567572,0.1603466,0.06172072,0.35942227,0.04743429,0.128668,0.09797749,0.15418409,0.13003716,0.04950007,0.041277163,0.09582499
52,1.3760171,0.10378295,0.90775967,0.52787066,0.8402883,0.16700506,0.04487319,0.008957539,0.33053422,0.058799043,0.059526946,0.03349031,0.008697729,0.03656105,0.20511341,1.4958055,0.19789346,0.12314258,0.06047395,0.07706013,0.043128163,0.034136098,0.10509249,0.17477274,0.08060877,0.030356368,0.24108444,0.019576553,0.07378857,0.043442126,0.09652601,0.07879695,0.032894585,0.026510993,0.05598163
53,1.841248,0.111504115,1.2254293,0.6628047,0.96435773,0.11460937,0.05269685,0.009480866,0.27145743,0.013213914,0.042858884,0.020273697,0.010859871,0.03313444,0.07915798,0.6738802,0.2020514,0.1652512,0.06675445,0.059798636,0.056427196,0.035714544,0.116188765,0.22314057,0.088469476,0.022543078,0.16952741,0.015316211,0.06898626,0.033406325,0.11536363,0.08897269,0.031445295,0.03352492,0.06359202
54,1.2199157,0.19453695,0.97028,0.5249309,1.1268805,0.22073604,0.07100695,0.024662737,0.5515475,0.16282529,0.1473428,0.0886728,0.017562546,0.10150818,0.5576065,3.8961344,0.37512818,0.15419793,0.08810988,0.11514063,0.07440323,0.045222744,0.17871444,0.25752532,0.26227528,0.08007241,0.41067356,0.05904283,0.122229606,0.13782185,0.15453443,0.13441218,0.05434869,0.04119149,0.099549085
55,1.788815,0.11781927,1.1930908,0.65746397,0.9996847,0.16035411,0.054756626,0.009662125,0.38900918,0.054135293,0.048486833,0.03969208,0.009455248,0.036241006,0.2308948,1.6760626,0.21115543,0.1604222,0.06588271,0.083345205,0.054653578,0.037920125,0.123541236,0.22018549,0.06275215,0.030900342,0.28322715,0.024239473,0.07957769,0.0327978,0.116936736,0.095041946,0.03409402,0.034272976,0.06925117
56,0.43366373,0.07605703,0.3097461,0.22845674,0.21277305,0.22480842,0.020158676,0.015378656,0.45318693,0.08603668,0.06155276,0.043588124,0.009906633,0.045382224,0.32317203,2.317135,0.100083634,0.047367528,0.026357127,0.045122966,0.018399384,0.017796736,0.07337955,0.06984308,0.17274012,0.031715717,0.23805547,0.0253481,0.034076083,0.034227524,0.0582596,0.053617686,0.018246839,0.020912789,0.034254216
57,1.3936949,0.09423943,0.909449,0.53242433,0.7530818,0.18066955,0.04067141,0.0077493405,0.36286616,0.080433816,0.05357313,0.0368099,0.008099017,0.033584632,0.23214424,1.7059243,0.15728718,0.11897009,0.04884685,0.080375075,0.034726746,0.031699724,0.09871377,0.16648248,0.07568084,0.028715027,0.27429652,0.019976811,0.05772688,0.03620301,0.089285925,0.0743694,0.030022006,0.026361423,0.05330167
58,1.6114602,0.15548933,1.1354727,0.611325,1.1733727,0.16439633,0.06594675,0.015458195,0.4069574,0.06264145,0.087984115,0.052652642,0.012300661,0.059577115,0.31378797,2.1870022,0.3166261,0.16486299,0.087843515,0.09349392,0.07212596,0.043886255,0.1507339,0.24446112,0.11685662,0.04835864,0.29357862,0.03503504,0.115650356,0.07468501,0.13921683,0.1144205,0.044188116,0.036784146,0.08329468
59,1.4766586,0.19130959,1.1201886,0.58589983,1.233834,0.20092088,0.07471806,0.021794403,0.53706574,0.1272111,0.12461069,0.08237605,0.015848758,0.08825735,0.5104401,3.5523307,0.37944275,0.17151508,0.09307424,0.1146812,0.080665246,0.047493238,0.18022577,0.27211744,0.1961202,0.07008967,0.3965513,0.05459569,0.13170303,0.11383738,0.1595359,0.1366152,0.05226181,0.04297056,0.101265326
60,2.4380646,0.117698886,1.6458653,0.82573736,1.1486617,0.08768003,0.060738504,0.009250033,0.29767486,0.007837132,0.018895362,0.018058416,0.012572952,0.027755294,0.043834053,0.47154397,0.16159067,0.21807447,0.061104357,0.056120805,0.0686922,0.037716046,0.13101108,0.28177458,0.09333186,0.015335185,0.17627415,0.01695629,0.051756762,0.014846899,0.13645214,0.10316917,0.027375545,0.0436778,0.07600256
61,1.475843,0.19149007,1.1199671,0.58573955,1.2338464,0.20117506,0.07475708,0.021826096,0.53788996,0.12774472,0.12491992,0.08256909,0.015869914,0.088460214,0.51163405,3.561091,0.37966496,0.17152584,0.09309456,0.114807434,0.08065279,0.0475102,0.18038478,0.27225846,0.1965825,0.07021986,0.39733315,0.05469701,0.13178118,0.11413214,0.15962175,0.13672495,0.052312206,0.04300873,0.10135527
62,0.6772343,0.14631578,0.565611,0.3571955,0.68173134,0.22698405,0.045652308,0.024022715,0.46334195,0.16240604,0.13276646,0.069124326,0.016112246,0.09027798,0.45247826,3.2437732,0.252509,0.094183594,0.058652394,0.08416847,0.045209803,0.031425327,0.13121925,0.16765201,0.29575187,0.069860935,0.32545468,0.048375033,0.07354286,0.12099498,0.10866521,0.096099526,0.042620976,0.0295935,0.06867708
63,1.0026184,0.075949475,0.6327113,0.40350527,0.5989785,0.16189882,0.029773891,0.0069109416,0.24911445,0.060974423,0.061466485,0.020641953,0.0073189056,0.030578885,0.12878178,0.9797722,0.14158855,0.08242886,0.044396747,0.06203899,0.024754358,0.026943766,0.07560065,0.119854525,0.10246863,0.022803972,0.18237683,0.010249167,0.04807931,0.04527896,0.06738223,0.054466706,0.026973344,0.017468585,0.036572993
64,1.2714319,0.10282199,0.83718526,0.49413967,0.8314842,0.15494159,0.04383113,0.009166732,0.28215623,0.045019038,0.064798966,0.027437327,0.008877721,0.037158284,0.16200945,1.1893679,0.20920025,0.115688376,0.06404549,0.07054074,0.04358661,0.033819202,0.10155912,0.16652276,0.09039731,0.029415186,0.19961564,0.016358044,0.07714394,0.04962341,0.093799144,0.07533445,0.03346868,0.024379,0.052648313
